JobNo,CoastPN,CoastRev,CustPN,CustRev,CustFSCM,LogDate,QtyOrd,QtyQA,QtyOS,QtySpares,Location,LocDate
0.00E+00,7536,G,1268131-1,H,A0036,12/6/1990,20,0,0,2,CLOSE,7/25/1991
0.00E+00,41263-1,,1937217-1,D,A0036,12/6/1990,18,0,5,3,CLOSE,5/6/1991
0.00E+00,30340,NC,564840,NC,98571,12/6/1990,45,0,1,5,CLOSE,4/16/1991
0.00E+00,7627,B,564709,B,98571,12/6/1990,10,0,0,2,CLOSE,3/21/1991
0.00E+00,41449,,62A114C100,F,A0036,12/6/1990,7,0,0,2,CLOSE,6/11/1991
0.00E+00,40901,,10177382,D2,A0036,12/6/1990,63,0,0,5,CLOSE,5/8/1991
00L08,31476,,EHP174D-001,A,,,0,0,0,0,CLOSE,10/17/2000
00L169,31534,,16101465,,,,0,0,0,0,CLOSE,1/8/2001
00Q283,,,2943,,B0606,1/19/2005,0,0,0,0,CLOSE,1/19/2005
00R024,,,5091F,,49956,10/28/2005,0,0,0,0,CLOSE,11/2/2005
